WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;BICISENDA;LADO_CICLO;RECORRID_X;CICLO_OBSE;TOOLTIP_BI
LINESTRING (-58.46420819036183 -34.5429311520721,-58.464378222199549 -34.543306322323588);27629;19047;RIVADAVIA MARTIN, COMODORO;0;0;1795;1799;;CALLE;44.45;;COMODORO MARTIN RIVADAVIA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.464906455779079 -34.544740442353756,-58.465010446805138 -34.545203410572988);27630;19047;RIVADAVIA MARTIN, COMODORO;1902;1982;1901;1981;;CALLE;52.24;;COMODORO MARTIN RIVADAVIA;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.466369444210891 -34.547581348666405,-58.46617903768383 -34.547387177340035,-58.466068337479484 -34.547295587564456,-58.465939924410392 -34.547160033575125,-58.465651741926607 -34.546801105606519);27632;19047;RIVADAVIA MARTIN, COMODORO;2102;2200;0;0;;CALLE;109.02;;COMODORO MARTIN RIVADAVIA;DECRECIENTE;;;;;;
LINESTRING (-58.467299322484195 -34.548042945258324,-58.467436577481358 -34.547870745415395);27634;16002;VUELTA DE OBLIGADO;0;0;0;0;OBLIGADO;CALLE;22.88;;VUELTA DE OBLIGADO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.466492508329615 -34.54740427718,-58.466940641964911 -34.547628958460493,-58.467219605909392 -34.547775497052058,-58.467436577481358 -34.547870745415395);27635;19047;RIVADAVIA MARTIN, COMODORO;2202;2300;0;0;;CALLE;100.97;;COMODORO MARTIN RIVADAVIA;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.468667563832483 -34.54834697437218,-58.467436577481358 -34.547870745415395);27637;19047;RIVADAVIA MARTIN, COMODORO;2302;2400;0;0;;CALLE;124.73;;COMODORO MARTIN RIVADAVIA;DECRECIENTE;;;;;;
LINESTRING (-58.484995173564144 -34.550033009788123,-58.48512076032771 -34.550012468160183,-58.485267493696462 -34.550056182834346,-58.485997216107521 -34.550440027727866);27640;19093;RUIZ HUIDOBRO AV.;0;0;3701;3799;;AVENIDA;105.43;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.485997216107521 -34.550440027727866,-58.486934873785138 -34.550906850827175);27642;19093;RUIZ HUIDOBRO AV.;0;0;3801;3899;;AVENIDA;100.44;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.486934873785138 -34.550906850827175,-58.487772184882878 -34.551321779085519);27644;19093;RUIZ HUIDOBRO AV.;0;0;3901;3999;;AVENIDA;89.58;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.487772184882878 -34.551321779085519,-58.488365345231465 -34.551593791987813,-58.488393840974425 -34.55161735684117,-58.488462268919477 -34.551707030223518);27645;19093;RUIZ HUIDOBRO AV.;0;0;4001;4099;;AVENIDA;77.71;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.488826106154093 -34.551830057195481,-58.488898758740525 -34.551862779246889,-58.488997836917001 -34.551931964766638,-58.48908112247701 -34.552030052894402,-58.489139166962843 -34.552088486522401,-58.489199737711807 -34.552157356392193,-58.489250212417616 -34.55221161688155,-58.489288064173984 -34.552238744371977,-58.489362660680868 -34.55227713278812);27646;19093;RUIZ HUIDOBRO AV.;0;0;4101;4199;;AVENIDA;70.88;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.489362660680868 -34.55227713278812,-58.489985034981231 -34.55261758924766);27649;19093;RUIZ HUIDOBRO AV.;0;0;4201;4299;;AVENIDA;68.48;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.490260639509494 -34.552752999790314,-58.491211284613101 -34.553226935028114);27652;19093;RUIZ HUIDOBRO AV.;0;0;4301;4399;;AVENIDA;101.87;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.491211284613101 -34.553226935028114,-58.492121758871164 -34.553724859414572);27653;19093;RUIZ HUIDOBRO AV.;0;0;4401;4499;;AVENIDA;100.17;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.492121758871164 -34.553724859414572,-58.493058827620089 -34.554202987872515);27656;19093;RUIZ HUIDOBRO AV.;0;0;4501;4599;;AVENIDA;101.04;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.493058827620089 -34.554202987872515,-58.493962154515422 -34.554707305213178);27658;19093;RUIZ HUIDOBRO AV.;0;0;4601;4699;;AVENIDA;100.02;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.493962154515422 -34.554707305213178,-58.494878696972876 -34.555204400881017);27659;19093;RUIZ HUIDOBRO AV.;0;0;4701;4799;;AVENIDA;100.58;;AV.RUIZ HUIDOBRO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.420751444165575 -34.58186287419376,-58.4205167835228 -34.581836192683504,-58.420280922388244 -34.581688157742086,-58.420192236615136 -34.581542354394706,-58.420131420426657 -34.581416450756791,-58.42011707402559 -34.58137059195672);27686;0;CALZADA CIRCULAR PLAZA ITALIA;0;0;0;0;;AVENIDA;87.30;;CALZADA CIRCULAR PLAZA ITALIA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.42011707402559 -34.58137059195672,-58.420145359883968 -34.581243196168757,-58.420228990184242 -34.581109319021529,-58.420401422259317 -34.580940916161545,-58.42058428795859 -34.580794114441773);27687;0;CALZADA CIRCULAR PLAZA ITALIA;0;0;0;0;;AVENIDA;78.95;;CALZADA CIRCULAR PLAZA ITALIA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.462602008424611 -34.542112324599884,-58.463181556599217 -34.541583819324401);165;12107;DEL LIBERTADOR AV.;7902;8000;7901;7999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;79.17;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.46198317395762 -34.542686997887799,-58.462602008424611 -34.542112324599884);195;12107;DEL LIBERTADOR AV.;7802;7900;7801;7899;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;85.39;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.461294283993617 -34.543326740722129,-58.46198317395762 -34.542686997887799);231;12107;DEL LIBERTADOR AV.;7702;7800;7701;7799;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;95.05;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.464485883118464 -34.543961638574274,-58.464367482117389 -34.543850910601293,-58.464245153564377 -34.543490690508037);268;19047;RIVADAVIA MARTIN, COMODORO;1802;1850;0;0;;CALLE;57.91;;COMODORO MARTIN RIVADAVIA;DECRECIENTE;;;;;;
LINESTRING (-58.460622235884472 -34.543950915770516,-58.461294283993617 -34.543326740722129);269;12107;DEL LIBERTADOR AV.;7602;7700;7601;7699;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;92.74;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.459795439529977 -34.544718752258532,-58.460622235884472 -34.543950915770516);315;12107;DEL LIBERTADOR AV.;7502;7600;7501;7599;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;114.08;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.464485883118464 -34.543961638574274,-58.464432718785126 -34.544053363664567,-58.464652911870957 -34.544752896489079);333;19047;RIVADAVIA MARTIN, COMODORO;1852;1900;1871;1899;;CALLE;91.47;;COMODORO MARTIN RIVADAVIA;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.458924288086749 -34.545402000223064,-58.459795439529977 -34.544718752258532);357;12107;DEL LIBERTADOR AV.;7402;7500;7401;7499;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;110.18;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.458116618446688 -34.546057778210113,-58.458924288086749 -34.545402000223064);398;12107;DEL LIBERTADOR AV.;7302;7400;7301;7399;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;103.87;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.451672567197193 -34.546352309782812,-58.452124018284813 -34.546284318341883);421;6025;FIGUEROA ALCORTA, PRES. AV.;7752;7800;7751;7799;CENTENARIO, Av.;AVENIDA;42.12;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.451061609035612 -34.546444299671244,-58.451672567197193 -34.546352309782812);426;6025;FIGUEROA ALCORTA, PRES. AV.;7702;7750;7701;7749;CENTENARIO, Av.;AVENIDA;57.00;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.450329274575132 -34.546554584986715,-58.451061609035612 -34.546444299671244);433;6025;FIGUEROA ALCORTA, PRES. AV.;7652;7700;7651;7699;CENTENARIO, Av.;AVENIDA;68.32;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.449630224140016 -34.546659793171841,-58.450329274575132 -34.546554584986715);444;6025;FIGUEROA ALCORTA, PRES. AV.;7602;7650;7601;7649;CENTENARIO, Av.;AVENIDA;65.22;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.457293615240658 -34.546719465877473,-58.458043502826598 -34.546117074016564,-58.458116618446688 -34.546057778210113);449;12107;DEL LIBERTADOR AV.;7202;7300;7201;7299;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;105.33;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.448773866052903 -34.546788724308634,-58.449486627943962 -34.5466814040957);451;6025;FIGUEROA ALCORTA, PRES. AV.;7552;7600;7551;7599;CENTENARIO, Av.;AVENIDA;66.50;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.448044164174526 -34.546898573657451,-58.448773866052903 -34.546788724308634);460;6025;FIGUEROA ALCORTA, PRES. AV.;7502;7550;7501;7549;CENTENARIO, Av.;AVENIDA;68.08;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.447289776557689 -34.5470121481004,-58.448044164174526 -34.546898573657451);466;6025;FIGUEROA ALCORTA, PRES. AV.;7402;7500;7401;7499;CENTENARIO, Av.;AVENIDA;70.38;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.438457738628834 -34.546671613610172,-58.438602625524723 -34.545953811820553);470;7105;GUIRALDES, INT.;2602;2670;2601;2669;;CALLE;78.47;corrección nombre;INT. GUIRALDES;DOBLE;2;Ciclovías en obra;;;;Ciclovía en obra
LINESTRING (-58.452124018284813 -34.546284318341883,-58.452174988649318 -34.546384679589501,-58.452847198493956 -34.547255833013899);482;22003;UDAONDO, GUILLERMO AV.;1202;1300;1201;1299;;AVENIDA;126.73;corrección numeración 28-1;AV.GUILLERMO UDAONDO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.456513497758991 -34.547367980472998,-58.456594192755489 -34.547281290320704,-58.457293615240658 -34.546719465877473);491;12107;DEL LIBERTADOR AV.;7102;7200;7101;7199;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;101.61;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.444021278979683 -34.54750410936245,-58.447289776557689 -34.5470121481004);509;6025;FIGUEROA ALCORTA, PRES. AV.;7202;7400;7201;7399;CENTENARIO, Av.;AVENIDA;304.93;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.44382959402332 -34.547532954484446,-58.444021278979683 -34.54750410936245);514;6025;FIGUEROA ALCORTA, PRES. AV.;0;0;0;0;CENTENARIO, Av.;AVENIDA;17.88;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.437859952452413 -34.547635834546419,-58.438457738628834 -34.546671613610172);524;7105;GUIRALDES, INT.;2502;2600;2501;2599;;CALLE;120.22;corrección nombre;INT. GUIRALDES;DOBLE;2;Ciclovías en obra;;;;Ciclovía en obra
LINESTRING (-58.442192011454544 -34.547773828502571,-58.442552485349609 -34.547725224259011,-58.44382959402332 -34.547532954484446);532;6025;FIGUEROA ALCORTA, PRES. AV.;7102;7200;7101;7199;CENTENARIO, Av.;AVENIDA;152.67;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.455739920238763 -34.548038251971114,-58.456513497758991 -34.547367980472998);555;12107;DEL LIBERTADOR AV.;7002;7100;7001;7099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;102.81;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.452847198493956 -34.547255833013899,-58.453663417440239 -34.548313480964275);576;22003;UDAONDO, GUILLERMO AV.;1302;1400;1301;1399;;AVENIDA;139.21;corrección numeración 28-1;AV.GUILLERMO UDAONDO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.468508527994246 -34.548539603259528,-58.468553039656761 -34.548483753450547);607;3005;CABILDO AV.;0;0;0;0;;AVENIDA;7.42;;AV.CABILDO;DOBLE;2;Bicisendas;;;;Bicisenda
LINESTRING (-58.455040472238373 -34.548644153959415,-58.455739920238763 -34.548038251971114);620;12107;DEL LIBERTADOR AV.;6902;7000;6901;6999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;92.95;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.439224805903599 -34.548976466008433,-58.43932876529081 -34.548906958635442,-58.439515622487569 -34.548809031935896,-58.439801315728936 -34.54864971220308,-58.440175198456522 -34.548450899207594,-58.440680083135447 -34.548210557514231,-58.440899707935948 -34.548107563929548,-58.44106918913436 -34.548043858690995,-58.441161206548202 -34.548013732699999,-58.441366860154268 -34.547954611101751,-58.441427944227179 -34.547939536493487);29085;6025;FIGUEROA ALCORTA, PRES. AV.;6902;7070;6901;7069;CENTENARIO, Av.;AVENIDA;233.62;;AV.PRES. FIGUEROA ALCORTA;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.484375992590287 -34.550851446336161,-58.484995173564144 -34.550033009788123);898;24003;WASHINGTON;4202;4300;4201;4299;;CALLE;107.11;corrección altura 8-1-03;WASHINGTON;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.450855824460398 -34.552908806431624,-58.450912680050457 -34.552942475456049);1160;4111;MONROE;0;0;0;0;;CALLE;6.42;;MONROE;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.463475670792597 -34.552973113774414,-58.463636038420695 -34.553055299533824);1175;9004;IBERA;2302;2304;2297;2299;;CALLE;17.31;;IBERA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.420832967298061 -34.553765904477096,-58.423578934014273 -34.553126151986341);1248;16003;OBLIGADO RAFAEL, Av.Costanera;5102;5500;5101;5499;COSTANERA NORTE, Av.;AVENIDA;261.83;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.418891347125381 -34.55426672508834,-58.420832967298061 -34.553765904477096);1308;16003;OBLIGADO RAFAEL, Av.Costanera;4902;5100;4901;5099;COSTANERA NORTE, Av.;AVENIDA;186.66;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.416526079173302 -34.55489952371191,-58.417180160208495 -34.554710908171792,-58.418891347125381 -34.55426672508834);1413;16003;OBLIGADO RAFAEL, Av.Costanera;4652;4900;4651;4899;COSTANERA NORTE, Av.;AVENIDA;229.85;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.453544273594986 -34.555919950231214,-58.453492266667929 -34.555888818140943);1519;2083;BLANCO ENCALADA;0;0;0;0;;CALLE;5.89;;BLANCO ENCALADA;DECRECIENTE;;;;;;
LINESTRING (-58.413768264828029 -34.556073453381181,-58.41490278119214 -34.555494510252103,-58.415805235349644 -34.555149683430685,-58.416526079173302 -34.55489952371191);1540;16003;OBLIGADO RAFAEL, Av.Costanera;4502;4650;4501;4649;COSTANERA NORTE, Av.;AVENIDA;283.60;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.453077496836833 -34.557054543400973,-58.453885937070801 -34.556124632584954);1656;7056;GOLFARINI, JUAN ANGEL, Dr.;2302;2400;2301;2399;11 DE SEPTIEMBRE;CALLE;127.07;;DR. JUAN ANGEL GOLFARINI;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.450585106152516 -34.558441004016601,-58.450738318448465 -34.558541094064353,-58.451152592631978 -34.558787694370452);1822;10017;JURAMENTO AV.;1742;1800;1735;1799;;AVENIDA;64.76;;AV. JURAMENTO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.449398083391777 -34.559146546082751,-58.450585106152516 -34.558441004016601);1865;23042;VERTIZ VIRREY AV.;2002;2100;2001;2099;;AVENIDA;134.14;;AV. VIRREY VERTIZ;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.448191629561741 -34.559863553605048,-58.449398083391777 -34.559146546082751);1936;23042;VERTIZ VIRREY AV.;1902;2000;1901;1999;;AVENIDA;136.33;;AV. VIRREY VERTIZ;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.428003970874933 -34.559980195142245,-58.427914111992649 -34.559894391076803,-58.427747419448323 -34.55972229349392,-58.427354913420672 -34.559283146685246);1954;4515;DE LOS OMBUES AV.;0;0;0;0;SANCHEZ, FLORENCIO;AVENIDA;97.65;;AV. DE LOS OMBUES;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.446692178748215 -34.560400080431272,-58.448191629561741 -34.559863553605048);1987;23042;VERTIZ VIRREY AV.;1802;1900;1801;1899;;AVENIDA;149.93;;AV. VIRREY VERTIZ;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.407685397444986 -34.560901222150505,-58.408375261265597 -34.560141285851508,-58.408947939955929 -34.55955990077004);2036;16003;OBLIGADO RAFAEL, Av.Costanera;3052;3300;3051;3299;COSTANERA NORTE, Av.;AVENIDA;188.63;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.431085649412658 -34.56116023974797,-58.431184076074025 -34.56111272786174,-58.431232269106083 -34.561085555980185,-58.431562478404935 -34.560869222522925,-58.43215343554678 -34.560414492303835,-58.432699271824745 -34.5599510857487,-58.433293509478588 -34.559330498218721,-58.43372767452243 -34.558786563446787,-58.434036593658618 -34.558301966618025,-58.434619020209688 -34.55730022567235,-58.435142507884983 -34.556356992278936,-58.435320043039248 -34.555938210349019,-58.435399385426187 -34.555654905350096,-58.435419301192596 -34.555403419460646,-58.435387595085338 -34.55526664556789);2056;21039;TORNQUIST, ERNESTO AV.;5802;6400;5801;6399;;AVENIDA;784.57;Alturas Pares a la derecha - Catastralmente las alturas están a la inversa que en el resto de las calles. Para conservar el sistema de todo el callejero se las ubicó al revés que en los planes de Catastro.;AV.ERNESTO TORNQUIST;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.431085649412658 -34.56116023974797,-58.431012427681225 -34.561189447422272,-58.430952148808871 -34.561209855208958,-58.430890679123664 -34.561227586479731,-58.430828103813248 -34.561242500403665,-58.430764678242724 -34.561254667471566,-58.430700572729428 -34.561263946875421,-58.430635957483275 -34.561270479510256,-58.430571002849327 -34.561274054143027,-58.430505879064846 -34.561274741243778,-58.430440841495724 -34.561272611305419,-58.430375975304521 -34.561267593924931,-58.430311621012997 -34.561259689192958,-58.430214408623364 -34.561247690998798,-58.430126476007764 -34.561233864135872,-58.430039310708459 -34.561217149961983,-58.429952997835144 -34.561197618927281,-58.42986762246926 -34.561175411907804,-58.429783440059701 -34.561150388122989,-58.429700450558279 -34.561122688426629,-58.42961873907246 -34.561092383269852,-58.429538646150696 -34.56105940232203,-58.429460086614192 -34.561023886414432,-58.429383315825497 -34.560985906045424,-58.429308418917415 -34.560945461241538,-58.429199053975097 -34.560882822847873,-58.429126541634361 -34.560840406666969,-58.429054455235566 -34.560797427154625,-58.428982965064421 -34.560753813932955,-58.428911985936466 -34.560709707830767,-58.428841517909234 -34.560664967997589,-58.428771560954907 -34.560619664859985,-58.42870220020211 -34.560573798442505,-58.428633350523235 -34.560527368722411,-58.42856509701808 -34.560480446150038,-58.428497354616532 -34.560432889851178,-58.428430208389365 -34.560384840701879,-58.428145567071851 -34.560115382204955,-58.428003970874933 -34.559980195142245);2068;4515;DE LOS OMBUES AV.;0;0;0;0;SANCHEZ, FLORENCIO;AVENIDA;333.94;;AV. DE LOS OMBUES;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.406261593004373 -34.562460993729879,-58.406843111570033 -34.56183081066208,-58.407380918924574 -34.561248071858927,-58.407685397444986 -34.560901222150505);2207;16003;OBLIGADO RAFAEL, Av.Costanera;2652;3050;2651;3049;COSTANERA NORTE, Av.;AVENIDA;216.83;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.500391014827677 -34.563016766623555,-58.500783154012133 -34.562517538271671);2270;1082;ANDONAEGUI;3752;3800;3751;3799;;CALLE;66.05;;ANDONAEGUI;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.436644163574897 -34.563560337125864,-58.43717220721193 -34.563284492665169,-58.438045233374162 -34.562976783577213,-58.438175917625571 -34.562946456439356);2317;12107;DEL LIBERTADOR AV.;5002;5100;5001;5099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;156.85;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.499862142852628 -34.563690268435813,-58.500391014827677 -34.563016766623555);2345;1082;ANDONAEGUI;3702;3750;3701;3749;;CALLE;89.09;;ANDONAEGUI;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.404945956887104 -34.564116014960774,-58.405473134808958 -34.563432359816453,-58.405858771329932 -34.562941814059876,-58.406261593004373 -34.562460993729879);2399;16003;OBLIGADO RAFAEL, Av.Costanera;2252;2650;2251;2649;COSTANERA NORTE, Av.;AVENIDA;219.77;;AV.COSTANERA RAFAEL OBLIGADO;DOBLE;2;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.499483776316595 -34.564172024028217,-58.499862142852628 -34.563690268435813);2406;1082;ANDONAEGUI;3652;3700;3651;3699;;CALLE;63.73;;ANDONAEGUI;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.435489795031273 -34.564254184656328,-58.436644163574897 -34.563560337125864);2416;12107;DEL LIBERTADOR AV.;4902;5000;4901;4999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;130.95;;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;;;;Ciclovía
LINESTRING (-58.499052822852448 -34.564720768864397,-58.499483776316595 -34.564172024028217);2468;1082;ANDONAEGUI;3602;3650;3601;3649;;CALLE;72.59;;ANDONAEGUI;DOBLE;2;Bicisendas preexistentes;;;;Bicisenda preexistente
